,Player,Height,Weight,Nationality,Continent,Pos,Age,Team,GP,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,eFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,League
100,Mike Dunleavy,206,104,USA,Americas,SF,36,Atlanta Hawks,53,15.9,4.5,10.6,0.423,2.5,6.3,0.396,2.0,4.0,0.465,0.542,1.8,2.0,0.8,0.8,4.5,5.5,2.3,0.8,0.3,1.3,3.3,13.1,2016,NBA
101,Kris Dunn,190,93,USA,Americas,PG,22,Minnesota Timberwolves,78,17.1,3.5,9.4,0.377,0.7,2.1,0.288,2.8,7.3,0.404,0.41,1.2,1.9,0.61,0.7,4.2,4.9,5.6,2.3,1.2,2.6,5.4,8.9,2016,NBA
102,Kevin Durant,208,109,USA,Americas,PF,28,Golden State Warriors,62,33.4,10.7,19.8,0.537,2.3,6.0,0.375,8.4,13.8,0.608,0.598,6.5,7.4,0.875,0.7,9.1,9.9,5.7,1.3,1.9,2.6,2.3,30.1,2016,NBA
103,Wayne Ellington,193,94,USA,Americas,SG,29,Miami Heat,62,24.2,6.1,14.9,0.416,4.0,10.6,0.378,2.1,4.3,0.509,0.544,1.0,1.2,0.86,0.5,3.0,3.5,1.8,1.0,0.2,0.8,1.8,17.4,2016,NBA
104,Monta Ellis,190,84,USA,Americas,SG,31,Indiana Pacers,74,27.0,4.9,11.1,0.443,0.9,2.7,0.319,4.1,8.4,0.483,0.482,1.9,2.5,0.727,0.4,3.7,4.1,4.7,1.6,0.6,2.7,3.0,12.6,2016,NBA
105,Joel Embiid,213,127,Cameroon,Africa,C,22,Philadelphia 76ers,31,25.4,10.2,21.7,0.466,1.9,5.0,0.367,8.3,16.9,0.495,0.514,9.8,12.4,0.783,3.1,9.3,12.3,3.3,1.4,3.9,6.0,5.7,31.8,2016,NBA
106,James Ennis III,198,97,USA,Americas,SF,26,Memphis Grizzlies,64,23.5,3.9,8.5,0.455,1.4,3.6,0.372,2.6,4.9,0.516,0.541,2.2,2.9,0.782,1.9,5.1,6.8,1.7,1.2,0.5,1.5,4.4,11.4,2016,NBA
107,Tyler Ennis,190,88,Canada,Americas,PG,22,Houston Rockets,53,11.1,6.1,14.1,0.433,1.8,4.7,0.386,4.3,9.4,0.457,0.496,1.4,1.8,0.84,0.7,2.5,2.9,5.8,1.8,0.0,2.9,4.0,15.5,2016,NBA
108,Tyreke Evans,198,100,USA,Americas,SF,27,New Orleans Pelicans,40,19.7,7.7,18.9,0.405,2.2,6.1,0.356,5.5,12.8,0.429,0.466,3.5,4.7,0.75,0.6,6.3,6.9,6.3,1.8,0.4,3.0,3.0,20.9,2016,NBA
109,Dante Exum,196,97,Australia,Oceania,PG,21,Utah Jazz,66,18.6,4.9,11.8,0.427,1.5,4.9,0.295,3.7,6.9,0.519,0.479,1.9,2.4,0.795,1.1,3.2,4.3,3.7,0.6,0.4,2.6,4.7,13.3,2016,NBA
110,Kenneth Faried,203,100,USA,Americas,PF,27,Denver Nuggets,61,21.2,7.0,12.8,0.548,0.0,0.2,0.0,7.0,12.6,0.556,0.547,4.0,5.8,0.693,5.7,8.7,14.3,1.7,1.3,1.3,1.9,3.8,18.1,2016,NBA
111,Derrick Favors,206,120,USA,Americas,PF,25,Utah Jazz,50,23.7,6.9,14.0,0.487,0.2,0.3,0.3,6.8,13.7,0.491,0.5,2.2,3.7,0.615,3.0,7.3,10.3,1.9,1.5,1.4,2.0,3.5,16.0,2016,NBA
112,Cristiano Felício,211,122,Brazil,Americas,C,24,Chicago Bulls,66,15.8,4.8,8.4,0.579,0.0,0.0,0.0,4.8,8.4,0.579,0.571,2.3,3.5,0.645,4.8,7.1,11.9,1.5,1.0,0.8,1.3,4.3,12.2,2016,NBA
113,Raymond Felton,185,93,USA,Americas,PG,32,Los Angeles Clippers,80,21.3,5.3,12.0,0.43,1.1,3.4,0.319,4.1,8.6,0.473,0.488,1.1,1.5,0.781,0.8,4.3,5.1,4.5,1.5,0.6,1.9,3.0,12.6,2016,NBA
114,Yogi Ferrell,183,81,USA,Americas,PG,23,Dallas Mavericks,46,26.0,5.4,13.2,0.406,2.3,5.8,0.386,3.1,7.2,0.422,0.496,2.5,2.9,0.831,0.6,3.1,3.7,5.7,1.4,0.3,2.3,3.1,15.4,2016,NBA
115,Dorian Finney-Smith,201,100,USA,Americas,PF,23,Dallas Mavericks,81,20.3,3.0,8.1,0.372,1.4,4.7,0.293,1.6,3.5,0.479,0.457,1.2,1.6,0.754,1.4,4.1,5.3,1.6,1.2,0.6,1.2,3.0,8.5,2016,NBA
116,Evan Fournier,201,93,France,Europe,SG,24,Orlando Magic,68,32.9,7.3,16.7,0.439,2.3,6.4,0.356,5.0,10.2,0.491,0.506,4.0,5.0,0.805,0.7,2.9,3.8,3.6,1.2,0.1,2.6,3.2,20.9,2016,NBA
117,Randy Foye,193,96,USA,Americas,SG,33,Brooklyn Nets,69,18.6,3.7,10.1,0.363,2.2,6.2,0.33,1.5,3.9,0.418,0.475,1.7,1.9,0.857,0.2,4.5,4.7,4.3,1.1,0.2,2.6,3.0,11.2,2016,NBA
118,Tim Frazier,183,77,USA,Americas,PG,26,New Orleans Pelicans,65,23.5,4.3,10.6,0.403,1.0,3.4,0.313,3.2,7.1,0.446,0.453,2.6,3.4,0.76,0.9,3.6,4.6,8.9,1.5,0.2,2.7,3.4,12.1,2016,NBA
119,Enes Freedom,208,113,Switzerland,Europe,C,24,Oklahoma City Thunder,72,21.3,10.5,19.2,0.545,0.2,0.9,0.132,10.3,18.2,0.568,0.552,5.8,7.5,0.786,5.1,7.5,12.6,1.7,0.8,0.9,3.2,3.9,26.9,2016,NBA
120,Channing Frye,213,116,USA,Americas,C,33,Cleveland Cavaliers,74,18.9,6.8,14.8,0.458,4.0,9.5,0.409,3.0,5.3,0.546,0.595,1.9,2.1,0.851,1.1,7.2,8.3,1.3,0.8,1.1,1.5,4.0,19.3,2016,NBA
121,Danilo Gallinari,208,106,Italy,Europe,SF,28,Denver Nuggets,63,33.9,6.3,14.0,0.447,2.4,6.0,0.389,3.9,8.0,0.491,0.536,6.5,7.2,0.902,0.7,5.3,6.1,2.5,0.7,0.2,1.5,1.8,21.5,2016,NBA
122,Langston Galloway,185,91,USA,Americas,PG,25,New Orleans Pelicans,74,20.2,5.5,14.7,0.38,3.2,8.3,0.39,2.4,6.3,0.367,0.483,1.4,1.8,0.797,0.8,3.4,4.2,2.6,1.2,0.2,1.2,2.6,15.6,2016,NBA
123,Marc Gasol,211,116,Spain,Europe,C,32,Memphis Grizzlies,74,34.2,8.4,18.4,0.459,1.6,4.2,0.388,6.8,14.2,0.48,0.5,4.4,5.3,0.837,0.9,6.4,7.4,5.4,1.1,1.5,2.6,2.7,22.8,2016,NBA
124,Pau Gasol,213,113,Spain,Europe,C,36,San Antonio Spurs,64,25.4,7.4,14.8,0.502,1.4,2.5,0.538,6.1,12.3,0.494,0.547,3.1,4.6,0.707,2.7,9.8,12.3,3.6,0.6,1.7,2.0,2.7,19.5,2016,NBA
125,Rudy Gay,203,113,USA,Americas,SF,30,Sacramento Kings,30,33.8,7.9,17.4,0.455,1.7,4.5,0.372,6.3,13.0,0.483,0.503,4.6,5.4,0.855,1.4,6.2,7.5,3.3,1.8,1.1,3.0,3.1,22.1,2016,NBA
126,Paul George,203,100,USA,Americas,SF,26,Indiana Pacers,75,35.9,9.2,20.1,0.461,2.9,7.4,0.393,6.4,12.7,0.501,0.53,5.0,5.6,0.898,0.9,6.5,7.4,3.7,1.8,0.4,3.2,3.0,26.4,2016,NBA
127,Jonathan Gibson,188,84,USA,Americas,PG,29,Dallas Mavericks,17,13.6,6.2,16.5,0.368,2.6,7.6,0.333,3.5,8.5,0.4,0.455,3.5,5.0,0.724,0.3,3.5,3.8,4.4,1.5,0.0,3.5,3.5,18.2,2016,NBA
128,Taj Gibson,206,105,USA,Americas,PF,31,Chicago Bulls,78,25.5,7.4,14.3,0.515,0.0,0.3,0.231,7.2,14.0,0.52,0.517,2.2,3.1,0.715,3.1,6.6,9.7,1.4,0.8,1.3,2.0,3.3,16.9,2016,NBA
129,Manu Ginóbili,198,93,Argentina,Americas,SG,39,San Antonio Spurs,69,18.7,5.3,13.7,0.39,2.8,7.1,0.392,2.6,6.6,0.387,0.489,2.6,3.4,0.804,0.9,4.1,4.9,5.8,2.6,0.4,3.0,3.6,16.0,2016,NBA
130,Rudy Gobert,216,117,France,Europe,C,24,Utah Jazz,81,33.9,6.0,9.1,0.661,0.0,0.0,0.0,6.0,9.1,0.662,0.659,4.5,7.0,0.653,4.6,10.5,15.1,1.4,0.7,3.1,2.1,3.5,16.5,2016,NBA
131,Archie Goodwin,196,91,USA,Americas,SG,22,Brooklyn Nets,15,14.3,6.7,12.3,0.545,0.8,2.8,0.333,5.9,9.5,0.608,0.577,6.2,7.8,0.786,1.4,3.9,5.3,4.5,0.8,0.8,2.5,1.4,20.4,2016,NBA
132,Aaron Gordon,203,106,USA,Americas,SF,21,Orlando Magic,80,28.7,6.8,15.1,0.454,1.4,4.6,0.288,5.6,10.5,0.528,0.497,2.8,3.8,0.719,2.1,5.0,7.1,2.6,1.1,0.7,1.5,3.1,17.7,2016,NBA
133,Eric Gordon,190,97,USA,Americas,SG,28,Houston Rockets,75,31.0,7.1,17.4,0.406,4.3,11.4,0.372,2.8,6.1,0.468,0.532,2.6,3.0,0.84,0.5,3.0,3.5,3.2,0.8,0.6,2.1,2.6,20.9,2016,NBA
134,Marcin Gortat,211,109,Poland,Europe,C,32,Washington Wizards,82,31.2,6.2,10.5,0.579,0.0,0.0,0.0,6.2,10.5,0.58,0.59,1.7,2.4,0.648,3.7,9.6,13.3,1.9,0.6,0.9,1.9,3.3,13.8,2016,NBA
135,Jerami Grant,203,95,USA,Americas,PF,22,Oklahoma City Thunder,80,19.1,4.0,8.6,0.463,1.0,3.1,0.371,2.9,5.7,0.514,0.523,2.3,3.8,0.612,1.0,4.4,5.4,1.3,0.8,2.1,1.3,4.0,11.5,2016,NBA
136,Jerian Grant,193,93,USA,Americas,PG,24,Chicago Bulls,63,16.3,4.9,11.8,0.425,2.0,5.2,0.366,3.2,6.6,0.473,0.5,2.5,2.9,0.89,0.7,3.7,4.4,4.7,1.7,0.2,1.7,3.7,14.5,2016,NBA
137,Danny Green,198,97,USA,Americas,SG,29,San Antonio Spurs,68,26.6,3.9,9.9,0.392,2.6,6.9,0.379,1.4,3.0,0.42,0.525,0.6,0.8,0.844,0.8,4.2,5.0,2.7,1.5,1.2,1.7,2.7,11.0,2016,NBA
138,Draymond Green,198,104,USA,Americas,PF,26,Golden State Warriors,76,32.5,4.4,10.6,0.418,1.4,4.3,0.308,3.1,6.3,0.494,0.481,2.5,3.4,0.709,1.6,8.1,9.7,8.6,2.5,1.7,3.0,3.6,12.6,2016,NBA
139,Gerald Green,198,93,USA,Americas,SF,31,Boston Celtics,47,11.4,7.0,17.2,0.409,2.8,8.4,0.351,4.2,9.1,0.463,0.488,2.5,3.2,0.805,1.1,4.9,6.3,2.5,0.7,0.4,1.8,3.5,19.6,2016,NBA
140,JaMychal Green,203,103,USA,Americas,PF,26,Memphis Grizzlies,77,27.3,4.7,9.5,0.5,1.0,2.8,0.379,3.7,6.7,0.549,0.547,2.5,3.2,0.802,3.2,7.2,10.4,1.6,0.9,0.6,1.8,4.7,13.0,2016,NBA
141,Jeff Green,203,106,USA,Americas,PF,30,Orlando Magic,69,22.2,5.8,14.6,0.394,1.4,5.0,0.275,4.3,9.5,0.458,0.445,3.8,4.3,0.863,1.1,4.5,5.6,2.2,0.9,0.4,2.0,2.7,16.6,2016,NBA
142,Blake Griffin,206,113,USA,Americas,PF,27,Los Angeles Clippers,61,34.0,9.3,18.7,0.493,0.7,2.2,0.336,8.5,16.6,0.514,0.516,6.1,8.1,0.76,2.1,7.4,9.5,5.8,1.1,0.5,2.7,3.1,25.4,2016,NBA
143,Justin Hamilton,213,118,USA,Americas,C,26,Brooklyn Nets,64,18.4,5.9,12.8,0.459,2.0,6.1,0.306,4.1,6.7,0.598,0.539,1.3,1.7,0.75,2.4,6.5,8.9,2.0,1.1,1.5,1.5,3.0,15.0,2016,NBA
144,Tim Hardaway Jr.,196,93,USA,Americas,SG,24,Atlanta Hawks,79,27.3,7.8,16.8,0.455,2.8,7.8,0.357,5.0,9.2,0.537,0.548,3.1,4.0,0.766,0.6,3.5,4.1,3.4,1.0,0.3,1.9,1.9,21.2,2016,NBA
145,James Harden,196,100,USA,Americas,PG,27,Houston Rockets,81,36.4,9.1,20.8,0.44,3.5,10.2,0.347,5.6,10.5,0.53,0.522,10.1,12.0,0.847,1.3,7.7,8.9,12.3,1.6,0.5,6.3,3.0,32.0,2016,NBA
146,Maurice Harkless,201,100,USA,Americas,SF,23,Portland Trail Blazers,77,28.9,5.7,11.2,0.503,1.2,3.5,0.351,4.4,7.8,0.572,0.562,1.4,2.2,0.621,2.2,3.9,6.1,1.5,1.5,1.2,1.5,3.9,13.8,2016,NBA
147,Montrezl Harrell,201,109,USA,Americas,C,23,Houston Rockets,58,18.3,8.5,12.9,0.652,0.0,0.2,0.143,8.5,12.7,0.663,0.659,2.8,4.6,0.628,3.1,5.2,8.3,2.4,0.7,1.5,1.7,4.8,19.9,2016,NBA
148,Devin Harris,190,84,USA,Americas,PG,33,Dallas Mavericks,65,16.7,5.0,12.5,0.399,2.2,6.5,0.328,2.9,6.0,0.476,0.488,3.8,4.8,0.829,0.5,4.3,4.8,5.0,1.7,0.2,2.2,3.8,16.0,2016,NBA
149,Gary Harris,193,95,USA,Americas,SG,22,Denver Nuggets,57,31.3,7.2,14.3,0.502,2.4,5.8,0.42,4.7,8.6,0.558,0.587,2.3,3.1,0.776,1.0,2.9,4.0,3.7,1.5,0.1,1.7,2.0,19.0,2016,NBA
150,Joe Harris,198,100,USA,Americas,SG,25,Brooklyn Nets,52,21.9,5.5,12.8,0.425,2.9,7.9,0.385,2.4,4.9,0.489,0.543,1.3,1.6,0.714,0.5,4.6,5.1,1.8,1.1,0.4,2.0,4.2,15.0,2016,NBA
151,Tobias Harris,203,102,USA,Americas,PF,24,Detroit Pistons,82,31.3,7.9,16.6,0.481,1.7,4.9,0.347,6.3,11.6,0.537,0.527,2.9,3.6,0.841,1.0,5.5,6.5,2.2,0.9,0.6,1.5,2.0,20.6,2016,NBA
152,Andrew Harrison,198,96,USA,Americas,PG,22,Memphis Grizzlies,72,20.5,3.1,9.8,0.325,1.2,4.3,0.276,2.0,5.5,0.363,0.378,4.1,5.3,0.763,0.6,3.1,3.7,5.5,1.4,0.6,2.3,5.3,11.5,2016,NBA
153,Spencer Hawes,216,111,USA,Americas,PF,28,Charlotte Hornets,54,14.8,6.8,13.8,0.484,1.4,4.1,0.309,5.4,9.7,0.556,0.543,2.2,2.7,0.846,1.9,7.6,9.5,4.1,0.8,1.6,2.4,3.8,16.8,2016,NBA
154,Gordon Hayward,201,102,USA,Americas,SF,26,Utah Jazz,73,34.5,8.7,18.3,0.471,2.3,5.9,0.398,6.3,12.4,0.506,0.538,5.8,6.8,0.844,0.8,5.4,6.3,4.1,1.2,0.3,2.2,1.9,25.4,2016,NBA
155,Gerald Henderson,196,97,USA,Americas,SG,29,Philadelphia 76ers,72,23.2,5.7,13.3,0.423,1.4,4.1,0.353,4.1,9.1,0.455,0.481,3.1,4.0,0.806,0.9,3.6,4.5,2.8,1.0,0.3,1.6,3.1,15.9,2016,NBA
156,John Henson,206,99,USA,Americas,C,26,Milwaukee Bucks,58,19.4,5.6,10.9,0.515,0.0,0.0,0.0,5.6,10.9,0.516,0.514,2.7,3.7,0.692,3.3,7.2,10.5,2.1,1.0,2.7,1.9,5.4,14.0,2016,NBA
157,Juancho Hernangómez,206,97,Spain,Europe,PF,21,Denver Nuggets,62,13.6,4.7,10.6,0.451,2.1,5.3,0.407,2.6,5.3,0.495,0.542,2.6,3.5,0.75,2.1,6.8,8.8,1.5,1.5,0.6,1.5,2.9,14.4,2016,NBA
158,Willy Hernangómez,211,113,Spain,Europe,C,22,New York Knicks,72,18.4,7.4,14.1,0.529,0.2,0.4,0.267,7.4,13.7,0.538,0.532,2.8,3.7,0.728,5.2,10.0,15.2,2.8,1.3,1.1,3.0,4.6,17.8,2016,NBA
159,Mario Hezonja,203,100,Croatia,Europe,SF,21,Orlando Magic,65,14.8,4.9,13.8,0.355,1.9,5.9,0.299,3.0,7.8,0.398,0.424,1.6,2.2,0.8,0.8,5.1,5.9,2.7,1.4,0.5,2.4,3.0,13.2,2016,NBA
160,Roy Hibbert,218,122,USA,Americas,C,30,Charlotte Hornets,48,14.2,4.8,8.7,0.544,0.0,0.0,0.0,4.8,8.7,0.544,0.552,3.7,4.5,0.813,3.1,5.6,9.0,1.1,0.6,2.8,2.0,5.9,13.0,2016,NBA
161,Buddy Hield,193,100,Bahamas,Americas,SG,24,New Orleans Pelicans,82,23.0,7.0,16.3,0.426,3.1,8.0,0.391,3.8,8.2,0.461,0.525,1.4,1.6,0.842,0.7,5.0,5.7,2.6,0.9,0.2,2.1,2.4,18.4,2016,NBA
162,Nenê,211,113,Brazil,Americas,C,34,Houston Rockets,67,17.9,8.3,13.2,0.617,0.0,0.2,0.333,8.0,13.0,0.624,0.629,3.8,6.5,0.589,3.1,6.3,9.4,2.2,1.8,1.3,2.5,5.4,20.3,2016,NBA
163,George Hill,193,85,USA,Americas,PG,30,Utah Jazz,49,31.5,7.5,15.7,0.477,2.4,6.1,0.403,5.1,9.7,0.523,0.554,4.1,5.1,0.801,0.6,3.7,4.3,5.3,1.3,0.3,2.2,2.9,21.5,2016,NBA
164,Solomon Hill,198,102,USA,Americas,SF,25,New Orleans Pelicans,80,29.7,3.1,8.1,0.383,1.6,4.6,0.348,1.5,3.5,0.428,0.481,1.8,2.2,0.805,0.8,4.3,5.1,2.4,1.2,0.5,1.3,3.1,9.4,2016,NBA
165,Jrue Holiday,190,93,USA,Americas,PG,26,New Orleans Pelicans,67,32.7,7.3,16.3,0.454,1.8,5.1,0.356,5.6,11.1,0.498,0.503,2.2,3.1,0.708,0.9,4.0,4.8,8.9,1.8,0.9,3.5,2.4,18.8,2016,NBA
166,Justin Holiday,198,82,USA,Americas,SG,27,New York Knicks,82,20.0,5.6,13.2,0.433,2.4,6.6,0.355,3.4,6.4,0.513,0.515,1.6,2.0,0.825,0.6,4.8,5.4,2.4,1.6,0.8,1.6,2.6,15.4,2016,NBA
167,Rondae Hollis-Jefferson,198,98,USA,Americas,SF,22,Brooklyn Nets,78,22.6,5.3,12.2,0.434,0.4,1.6,0.224,5.0,10.8,0.463,0.451,4.2,5.7,0.751,2.1,8.1,10.3,3.5,1.9,1.1,2.7,4.1,15.4,2016,NBA
168,Richaun Holmes,208,106,USA,Americas,C,23,Philadelphia 76ers,57,20.9,7.7,13.8,0.558,1.0,2.7,0.351,6.9,11.3,0.606,0.594,2.5,3.4,0.699,3.1,7.3,10.5,1.9,1.3,1.9,1.9,4.6,18.8,2016,NBA
169,Rodney Hood,203,94,USA,Americas,SG,24,Utah Jazz,59,27.0,6.8,16.7,0.408,2.8,7.7,0.371,4.0,9.0,0.44,0.491,2.2,2.8,0.783,0.4,4.7,5.0,2.4,0.9,0.3,1.6,3.3,18.8,2016,NBA
170,Al Horford,206,109,Dominican Republic,Americas,C,30,Boston Celtics,68,32.3,6.9,14.6,0.473,1.6,4.5,0.355,5.3,10.2,0.524,0.527,2.0,2.5,0.8,1.7,6.7,8.4,6.2,1.0,1.6,2.1,2.5,17.3,2016,NBA
171,Dwight Howard,208,120,USA,Americas,C,31,Atlanta Hawks,74,29.7,7.0,11.2,0.633,0.0,0.0,0.0,7.0,11.2,0.635,0.625,4.2,7.7,0.533,5.4,11.7,17.1,1.9,1.2,1.6,3.1,3.6,18.2,2016,NBA
172,Marcelo Huertas,190,91,Brazil,Americas,PG,33,Los Angeles Lakers,23,10.3,4.3,11.7,0.368,0.8,3.1,0.211,3.5,8.2,0.429,0.402,1.6,2.7,0.529,0.4,3.9,3.9,8.9,1.6,0.4,3.1,2.7,10.5,2016,NBA
173,Kris Humphries,206,106,USA,Americas,PF,31,Atlanta Hawks,56,12.3,5.2,12.4,0.407,1.0,3.3,0.352,3.9,9.4,0.425,0.46,3.6,4.9,0.78,3.6,8.5,12.0,1.6,1.0,1.3,1.6,3.9,15.0,2016,NBA
174,Serge Ibaka,208,106,Congo,Africa,PF,27,Orlando Magic,79,30.7,7.8,16.2,0.48,2.1,5.2,0.391,5.7,10.9,0.522,0.546,1.8,2.1,0.856,2.1,6.8,8.9,1.2,0.7,2.1,1.7,3.5,19.3,2016,NBA
175,Andre Iguodala,198,97,USA,Americas,SF,33,Golden State Warriors,76,26.3,4.4,8.4,0.528,1.2,3.5,0.362,3.0,4.7,0.651,0.595,1.4,2.0,0.706,1.1,5.0,6.1,5.2,1.5,0.8,1.2,2.0,11.6,2016,NBA
176,Ersan İlyasova,206,106,Turkey,Asia,PF,29,Philadelphia 76ers,82,26.1,7.2,16.7,0.431,2.6,7.5,0.353,4.6,9.2,0.496,0.509,3.1,3.8,0.778,2.1,6.9,9.0,2.6,1.1,0.5,2.1,4.0,20.1,2016,NBA
177,Joe Ingles,203,100,Australia,Oceania,SF,29,Utah Jazz,82,24.0,4.2,9.2,0.452,2.5,5.7,0.441,1.7,3.5,0.471,0.592,1.0,1.3,0.735,0.5,4.8,5.3,4.5,2.0,0.2,2.2,3.3,11.8,2016,NBA
178,Brandon Ingram,203,86,USA,Americas,SF,19,Los Angeles Lakers,79,28.8,4.9,12.1,0.402,1.0,3.3,0.294,3.9,8.8,0.443,0.446,2.4,3.8,0.621,1.1,4.4,5.6,2.9,0.8,0.7,2.1,2.8,13.1,2016,NBA
179,Kyrie Irving,188,88,Australia,Oceania,PG,24,Cleveland Cavaliers,72,35.1,10.6,22.5,0.473,2.8,7.0,0.401,7.9,15.5,0.505,0.533,4.7,5.2,0.905,0.8,2.8,3.6,6.6,1.4,0.3,2.8,2.5,28.7,2016,NBA
180,Reggie Jackson,188,94,Italy,Europe,PG,26,Detroit Pistons,52,27.4,8.0,19.0,0.419,1.9,5.1,0.359,6.1,13.9,0.442,0.471,3.4,3.8,0.868,0.6,2.6,3.2,7.6,1.0,0.1,3.2,3.6,21.2,2016,NBA
181,LeBron James,206,113,USA,Americas,SF,32,Cleveland Cavaliers,74,37.8,10.5,19.3,0.548,1.8,4.9,0.363,8.8,14.3,0.611,0.591,5.1,7.6,0.674,1.4,7.7,9.1,9.2,1.3,0.6,4.3,1.9,27.9,2016,NBA
182,Al Jefferson,208,131,USA,Americas,C,32,Indiana Pacers,66,14.1,10.2,20.1,0.499,0.0,0.0,0.0,10.2,20.1,0.5,0.507,2.8,3.7,0.765,3.1,8.8,11.9,2.6,0.9,0.6,1.4,5.4,23.0,2016,NBA
183,Richard Jefferson,201,106,USA,Americas,SF,36,Cleveland Cavaliers,79,20.4,3.7,8.4,0.446,1.6,4.7,0.333,2.4,3.9,0.58,0.536,2.0,2.7,0.741,0.8,4.3,5.1,2.0,0.6,0.2,1.4,3.7,11.2,2016,NBA
184,Brandon Jennings,185,77,USA,Americas,PG,27,New York Knicks,81,22.2,4.3,11.9,0.359,1.8,5.6,0.313,2.5,6.3,0.399,0.437,2.5,3.4,0.75,0.7,3.8,4.3,8.8,1.6,0.0,2.9,2.5,12.8,2016,NBA
185,Jonas Jerebko,208,105,Sweden,Europe,PF,29,Boston Celtics,78,15.8,3.8,8.6,0.435,1.5,4.3,0.346,2.3,4.3,0.523,0.529,0.8,1.3,0.703,2.0,6.8,8.9,2.3,0.8,0.5,1.3,4.1,9.6,2016,NBA
186,Amir Johnson,206,109,USA,Americas,PF,29,Boston Celtics,80,20.1,5.4,9.2,0.576,0.6,1.6,0.409,4.6,7.6,0.612,0.62,1.6,2.6,0.67,3.0,6.2,9.2,3.6,1.2,1.6,2.0,5.2,12.9,2016,NBA
187,James Johnson,201,109,USA,Americas,PF,29,Miami Heat,76,27.4,7.0,14.7,0.479,1.6,5.0,0.34,5.4,9.9,0.548,0.531,2.9,4.1,0.707,1.3,6.0,7.2,5.3,1.5,1.6,3.4,3.8,18.7,2016,NBA
188,Joe Johnson,201,109,USA,Americas,SF,35,Utah Jazz,78,23.6,5.9,13.6,0.436,2.4,5.6,0.411,3.6,8.0,0.454,0.522,1.4,1.7,0.818,0.7,4.6,5.3,3.1,0.8,0.3,1.5,2.0,15.6,2016,NBA
189,Stanley Johnson,198,110,USA,Americas,SF,20,Detroit Pistons,77,17.8,3.8,10.6,0.353,1.3,4.5,0.292,2.5,6.1,0.398,0.42,1.1,1.6,0.679,1.1,4.5,5.6,3.1,1.6,0.7,2.0,3.6,9.9,2016,NBA
190,Tyler Johnson,190,84,USA,Americas,PG,24,Miami Heat,73,29.8,6.6,15.2,0.433,1.7,4.6,0.372,4.8,10.6,0.46,0.49,3.6,4.7,0.768,0.9,4.4,5.4,4.3,1.6,0.8,1.6,3.2,18.4,2016,NBA
191,Wesley Johnson,201,97,USA,Americas,SF,29,Los Angeles Clippers,68,11.9,3.7,9.7,0.365,1.3,5.7,0.246,2.0,4.0,0.537,0.448,0.7,1.0,0.647,1.3,7.7,9.1,1.0,1.3,1.3,1.0,4.0,9.1,2016,NBA
192,Nikola Jokić,211,129,Serbia,Europe,C,21,Denver Nuggets,73,27.9,9.7,16.8,0.578,0.9,2.7,0.324,8.9,14.1,0.628,0.604,3.7,4.4,0.825,4.2,9.9,14.1,7.0,1.1,1.1,3.3,4.2,23.9,2016,NBA
193,Derrick Jones Jr.,196,95,USA,Americas,SF,19,Phoenix Suns,32,17.0,4.9,8.9,0.562,0.2,0.7,0.273,4.7,8.0,0.591,0.562,2.1,3.1,0.707,2.8,3.1,5.9,0.9,0.9,0.9,0.9,4.7,12.5,2016,NBA
194,Terrence Jones,206,114,USA,Americas,PF,25,New Orleans Pelicans,54,23.5,7.3,15.5,0.47,0.7,2.4,0.253,6.6,13.1,0.508,0.494,3.2,5.3,0.606,2.0,7.7,9.7,1.9,1.2,1.7,1.5,2.0,18.4,2016,NBA
195,Tyus Jones,183,89,USA,Americas,PG,20,Minnesota Timberwolves,60,12.9,4.0,9.3,0.414,1.2,3.7,0.356,2.5,5.6,0.454,0.495,1.9,2.2,0.767,0.6,3.1,3.4,8.1,2.5,0.3,1.9,2.5,10.9,2016,NBA
196,DeAndre Jordan,211,120,USA,Americas,C,28,Los Angeles Clippers,81,31.7,6.4,9.0,0.714,0.0,0.0,0.0,6.4,9.0,0.717,0.711,3.2,6.6,0.482,4.7,12.7,17.4,1.5,0.8,2.1,1.8,3.3,16.0,2016,NBA
197,Cory Joseph,190,91,Canada,Americas,PG,25,Toronto Raptors,80,25.0,5.9,13.3,0.452,1.0,2.7,0.356,5.0,10.6,0.477,0.481,1.9,2.4,0.77,1.0,3.7,4.6,5.3,1.3,0.3,2.2,2.9,14.9,2016,NBA
198,Frank Kaminsky,213,109,USA,Americas,C,23,Charlotte Hornets,75,26.1,6.6,16.4,0.399,2.3,7.2,0.328,4.1,9.2,0.455,0.473,2.5,3.2,0.756,1.2,5.7,6.9,3.4,0.9,0.8,1.5,2.9,17.9,2016,NBA
199,Michael Kidd-Gilchrist,198,105,USA,Americas,SF,23,Charlotte Hornets,81,29.0,5.0,10.5,0.477,0.0,0.1,0.111,5.0,10.3,0.483,0.476,2.6,3.3,0.784,2.6,6.9,9.7,1.9,1.4,1.4,1.0,3.2,12.7,2016,NBA
200,Sean Kilpatrick,193,95,USA,Americas,SG,27,Brooklyn Nets,70,25.1,7.0,16.7,0.415,2.4,7.0,0.341,4.6,9.7,0.468,0.491,4.6,5.6,0.843,0.5,5.9,6.4,3.5,1.0,0.2,3.0,2.7,20.9,2016,NBA
